CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
-0.7,-0.9,-1.1,1.33,0.34,-1.23,2.53,0.65,-1.03,-1.24,Yes
0.43,-0.9,-1.1,-1.52,-0.35,-1.23,-0.91,0.65,0.97,-0.26,No
-0.45,0.31,-1.1,0.77,-0.7,0.8,-0.91,-1.55,0.97,-0.66,Yes
0.69,1.52,0.91,-0.95,0.69,0.79,0.81,0.65,-1.03,1.12,Yes
0.42,-0.9,-1.1,0.48,0.69,-1.23,-0.91,-1.55,-1.03,1.46,No
-1.28,1.52,-1.1,-0.95,1.38,0.83,0.81,0.65,-1.03,0.37,No
-1.49,0.31,-1.1,-1.04,-1.39,0.13,-0.91,-1.55,0.97,-1.45,No
2.06,0.31,0.91,1.06,0.69,0.72,2.53,0.65,0.97,1.35,Yes
-0.05,-0.9,-1.1,0.48,-0.35,0.48,-0.91,0.65,0.97,-0.52,Yes
-1.13,-0.9,0.91,-0.85,-1.39,-1.23,0.81,0.65,-1.03,0.06,No
2.06,-0.9,-1.1,-1.23,-0.35,0.36,-0.91,0.65,-1.03,-0.83,Yes
-0.18,0.31,-1.1,0.1,-0.35,0.1,-0.91,0.65,0.97,-0.3,Yes
1.61,1.52,-1.1,1.72,-0.0,-1.23,-0.91,0.65,-1.03,1.32,Yes
-0.38,0.31,-1.1,0.01,0.69,0.61,0.81,0.65,0.97,0.21,Yes
0.3,1.52,0.91,-0.56,1.03,0.52,-0.91,0.65,0.97,-0.32,No
-0.22,0.31,0.91,2.39,1.72,0.35,-0.91,-1.55,-1.03,1.29,Yes
-0.32,-0.9,-1.1,-0.66,-1.73,-1.23,0.81,0.65,0.97,-1.74,Yes
-0.55,1.52,-1.1,-1.04,0.69,-1.23,-0.91,-1.55,-1.03,0.44,No
0.56,0.31,0.91,-0.76,0.69,0.25,0.81,0.65,-1.03,1.03,No
-1.24,-0.9,-1.1,1.25,-0.35,0.92,-0.91,-1.55,-1.03,-0.0,Yes
-0.12,0.31,-1.1,-1.42,-0.7,0.5,-0.91,0.65,0.97,0.79,Yes
0.42,-0.9,-1.1,1.34,1.03,-1.23,-0.91,0.65,-1.03,-1.11,Yes
1.06,0.31,0.91,1.63,-1.39,-0.21,0.81,0.65,0.97,-1.47,Yes
0.93,0.31,-1.1,0.87,-0.0,0.93,-0.91,0.65,0.97,0.27,Yes
-2.8,1.52,0.91,-0.76,-0.0,1.72,0.81,0.65,0.97,-0.71,No
-0.96,-0.9,-1.1,-1.42,1.03,-0.01,-0.91,-1.55,0.97,-0.75,No
0.35,-0.9,0.91,0.29,-0.7,-1.23,0.81,-1.55,0.97,0.07,No
-0.09,-0.9,-1.1,-0.66,-0.7,0.61,-0.91,0.65,-1.03,0.07,No
-0.56,0.31,0.91,0.48,0.69,1.57,-0.91,0.65,-1.03,0.22,Yes
0.9,-0.9,-1.1,0.96,-0.35,-1.23,0.81,0.65,-1.03,0.13,Yes
0.15,0.31,-1.1,0.48,0.34,0.06,4.25,0.65,-1.03,-0.95,Yes
0.28,-0.9,-1.1,-0.47,1.38,-1.23,0.81,0.65,-1.03,-1.09,No
-1.46,-0.9,0.91,-0.37,-1.73,-1.23,-0.91,-1.55,0.97,-0.64,Yes
0.63,0.31,0.91,-0.37,-0.35,0.78,-0.91,0.65,-1.03,-1.4,No
0.25,-0.9,-1.1,0.58,0.34,0.84,-0.91,-1.55,0.97,-1.67,Yes
0.0,0.31,0.91,-0.76,-0.35,0.59,-0.91,0.65,-1.03,-1.5,No
1.12,-0.9,-1.1,1.53,-0.35,-1.23,2.53,0.65,-1.03,-0.15,Yes
-1.27,-0.9,-1.1,-0.47,-1.04,-1.23,0.81,0.65,-1.03,-0.91,Yes
1.02,-0.9,0.91,-1.52,-1.04,-1.23,0.81,0.65,0.97,0.11,No
1.9,1.52,-1.1,-1.33,1.38,-1.23,0.81,-1.55,0.97,-0.79,Yes
-0.62,0.31,-1.1,0.39,0.34,0.67,2.53,0.65,0.97,0.52,Yes
-0.46,1.52,-1.1,0.39,-0.35,-0.03,0.81,0.65,-1.03,0.54,Yes
-0.24,-0.9,0.91,-0.37,-0.0,-1.23,0.81,-1.55,0.97,0.77,No
0.77,1.52,0.91,-1.52,0.69,0.07,-0.91,0.65,-1.03,1.1,Yes
0.79,1.52,-1.1,-0.76,-0.35,0.08,-0.91,-1.55,0.97,0.4,No
0.17,1.52,0.91,-1.61,-1.04,1.25,-0.91,0.65,0.97,0.02,No
-0.46,1.52,-1.1,0.96,1.72,-1.23,-0.91,-1.55,-1.03,1.11,Yes
0.05,0.31,0.91,-0.56,-0.35,0.93,0.81,0.65,0.97,-1.37,No
0.35,1.52,0.91,-0.18,1.72,-1.23,-0.91,0.65,-1.03,0.35,No
-1.0,0.31,0.91,0.1,-1.04,0.83,0.81,0.65,0.97,0.85,No
-0.94,1.52,-1.1,0.87,-1.39,-1.23,-0.91,0.65,-1.03,0.32,Yes
0.38,1.52,-1.1,-0.47,1.38,0.83,-0.91,0.65,0.97,-1.6,No
1.01,-0.9,-1.1,-1.8,0.69,-1.23,-0.91,0.65,-1.03,-1.21,No
0.64,0.31,0.91,-0.47,1.03,1.14,-0.91,0.65,0.97,0.94,No
-0.99,-0.9,-1.1,1.53,1.03,-1.23,-0.91,-1.55,-1.03,0.96,Yes
-0.91,-0.9,0.91,0.39,-1.39,-1.23,-0.91,0.65,-1.03,-0.92,Yes
-0.68,-0.9,-1.1,0.77,0.34,-1.23,-0.91,-1.55,0.97,-0.2,Yes
-0.79,0.31,-1.1,-0.09,-0.35,1.73,-0.91,0.65,-1.03,1.37,No
-0.01,0.31,0.91,0.01,1.03,0.85,-0.91,0.65,-1.03,0.47,No
0.51,1.52,-1.1,-0.85,1.03,0.87,-0.91,0.65,-1.03,1.25,No
-2.15,0.31,0.91,-0.85,-1.39,0.8,0.81,0.65,-1.03,0.87,Yes
0.25,1.52,0.91,0.1,-1.39,-1.23,0.81,-1.55,0.97,1.28,No
0.13,0.31,0.91,-1.23,0.34,-0.64,-0.91,0.65,0.97,1.28,No
-1.02,1.52,-1.1,-0.47,-1.04,0.87,0.81,0.65,-1.03,-1.42,No
-0.73,-0.9,-1.1,0.87,0.34,1.39,-0.91,-1.55,-1.03,1.06,Yes
0.72,-0.9,0.91,-0.47,1.38,-1.23,0.81,-1.55,0.97,-1.46,No
-0.94,0.31,-1.1,-1.04,-0.35,0.74,-0.91,0.65,0.97,-1.31,No
-0.66,0.31,-1.1,2.2,0.69,0.59,-0.91,0.65,0.97,1.32,Yes
0.62,-0.9,-1.1,0.58,-1.73,-1.23,0.81,0.65,-1.03,1.54,No
0.11,-0.9,0.91,0.1,1.03,0.37,0.81,0.65,-1.03,-0.6,Yes
0.05,1.52,0.91,-1.23,-1.04,1.31,-0.91,0.65,-1.03,-1.37,No
0.36,-0.9,-1.1,-0.76,-1.04,0.45,-0.91,-1.55,0.97,0.64,Yes
0.27,0.31,0.91,0.67,0.69,0.89,-0.91,-1.55,-1.03,0.37,Yes
-1.52,-0.9,0.91,-0.95,-1.04,1.57,-0.91,0.65,-1.03,0.06,No
-0.41,-0.9,-1.1,1.44,1.72,1.36,0.81,0.65,-1.03,1.11,Yes
-0.49,-0.9,0.91,0.29,0.69,-1.23,0.81,-1.55,-1.03,-1.73,No
-1.28,-0.9,0.91,0.01,0.69,0.7,-0.91,0.65,0.97,1.56,No
-0.81,1.52,-1.1,-0.66,-0.35,0.5,0.81,-1.55,-1.03,0.31,Yes
-0.13,-0.9,0.91,1.06,0.69,-1.23,0.81,0.65,0.97,1.29,No
-1.05,0.31,-1.1,0.39,-0.0,0.66,-0.91,-1.55,-1.03,1.69,Yes
0.91,-0.9,0.91,1.15,-0.0,-1.23,-0.91,-1.55,0.97,-1.09,Yes
0.76,-0.9,0.91,2.11,-1.39,0.29,0.81,0.65,-1.03,-0.44,Yes
0.75,-0.9,0.91,-0.76,0.69,0.11,-0.91,-1.55,0.97,1.35,No
0.76,0.31,0.91,-0.09,0.34,0.12,0.81,0.65,-1.03,-1.2,No
0.38,-0.9,-1.1,0.2,0.69,-0.01,0.81,0.65,-1.03,1.04,No
0.32,1.52,-1.1,-0.47,1.38,-1.23,-0.91,0.65,-1.03,0.57,Yes
1.08,0.31,-1.1,-0.18,0.69,1.05,-0.91,-1.55,0.97,-0.21,No
2.06,1.52,0.91,-0.56,-0.7,-1.23,2.53,0.65,-1.03,-1.42,Yes
-1.27,-0.9,0.91,-0.76,1.03,-1.23,0.81,-1.55,0.97,-0.69,No
1.33,1.52,-1.1,0.1,0.34,-1.23,-0.91,0.65,-1.03,-1.29,No
0.36,0.31,0.91,-0.37,0.69,0.96,-0.91,0.65,-1.03,-0.07,Yes
2.06,1.52,0.91,-0.18,-0.35,-1.23,-0.91,-1.55,0.97,0.06,No
-0.46,0.31,0.91,1.06,-0.0,0.31,-0.91,0.65,0.97,-0.33,No
-1.37,-0.9,0.91,-1.61,-0.7,-1.23,0.81,-1.55,-1.03,0.49,No
-1.96,0.31,0.91,0.48,0.34,-0.01,-0.91,0.65,0.97,-0.63,No
1.05,0.31,-1.1,0.2,0.69,0.54,0.81,0.65,-1.03,1.15,Yes
-1.31,0.31,-1.1,0.39,-0.0,0.92,0.81,0.65,0.97,0.14,No
0.06,0.31,0.91,2.77,1.38,0.03,-0.91,0.65,0.97,-0.14,Yes
0.92,0.31,-1.1,0.58,-1.04,0.44,-0.91,-1.55,-1.03,-0.75,Yes
-0.23,1.52,-1.1,-1.14,1.38,0.12,-0.91,0.65,0.97,-0.85,No
-0.23,0.31,-1.1,0.77,-1.73,0.82,-0.91,0.65,-1.03,-0.89,Yes
-1.46,-0.9,0.91,0.39,-1.39,-1.23,-0.91,0.65,0.97,-1.68,Yes
-1.14,-0.9,0.91,-0.37,0.69,-1.23,0.81,0.65,-1.03,-0.48,No
0.72,-0.9,0.91,1.25,1.03,1.21,-0.91,-1.55,-1.03,1.02,No
-0.27,1.52,0.91,-0.09,1.03,0.84,-0.91,0.65,-1.03,1.05,No
-0.55,0.31,-1.1,-0.09,-0.7,0.8,2.53,0.65,-1.03,0.57,Yes
0.02,0.31,-1.1,-0.56,-0.35,0.96,0.81,0.65,0.97,-1.05,No
0.03,0.31,-1.1,-1.23,-0.7,1.0,-0.91,0.65,0.97,-0.48,No
1.43,0.31,0.91,0.1,-1.04,1.4,-0.91,0.65,-1.03,1.1,Yes
-0.18,1.52,-1.1,0.77,0.69,-1.23,-0.91,0.65,-1.03,0.59,Yes
0.34,0.31,0.91,1.25,-0.35,1.04,2.53,-1.55,-1.03,-0.61,Yes
1.67,-0.9,0.91,0.58,-1.04,-1.23,2.53,0.65,0.97,0.93,Yes
0.16,1.52,-1.1,0.58,0.69,0.63,-0.91,-1.55,0.97,0.7,No
-1.3,-0.9,0.91,-0.56,0.34,1.23,0.81,0.65,-1.03,0.02,No
0.06,-0.9,0.91,0.29,0.34,-1.23,0.81,0.65,-1.03,1.49,No
-0.6,0.31,0.91,-0.47,0.69,1.06,-0.91,0.65,0.97,-0.85,Yes
1.0,-0.9,0.91,0.67,1.03,-1.23,0.81,0.65,-1.03,-1.59,No
-1.27,1.52,0.91,0.77,-0.0,1.41,-0.91,0.65,0.97,0.57,No
0.32,-0.9,0.91,-0.47,1.38,0.65,0.81,0.65,0.97,-0.57,No
0.1,0.31,-1.1,-0.76,-1.73,0.15,-0.91,-1.55,-1.03,1.19,No
-2.47,-0.9,-1.1,0.58,-0.35,0.22,-0.91,0.65,-1.03,-0.87,Yes
-2.24,-0.9,0.91,-0.95,1.03,-1.23,0.81,0.65,-1.03,-0.09,No
-0.22,0.31,0.91,2.2,1.38,0.51,0.81,0.65,0.97,0.26,No
1.52,0.31,-1.1,-1.52,-0.7,0.61,-0.91,0.65,-1.03,0.03,Yes
-0.47,-0.9,0.91,-0.76,1.03,-1.23,-0.91,0.65,0.97,0.49,Yes
-0.69,-0.9,-1.1,0.39,1.03,0.37,-0.91,-1.55,-1.03,-1.46,Yes
1.03,0.31,-1.1,2.29,1.03,0.38,-0.91,0.65,-1.03,0.36,No
0.92,0.31,-1.1,0.67,1.72,0.75,2.53,0.65,0.97,-0.74,Yes
-0.69,-0.9,0.91,-0.56,1.38,-1.23,0.81,-1.55,0.97,-0.61,No
1.6,0.31,0.91,-0.09,0.34,1.25,2.53,0.65,-1.03,0.37,Yes
-1.02,0.31,-1.1,-1.33,0.69,1.58,-0.91,0.65,-1.03,-1.54,No
0.82,-0.9,0.91,3.06,0.69,0.96,-0.91,0.65,0.97,0.05,No
-2.14,-0.9,-1.1,0.29,-1.39,-1.23,2.53,0.65,-1.03,0.5,Yes
-1.25,-0.9,-1.1,-0.47,-1.39,-1.23,0.81,0.65,-1.03,-0.16,No
0.07,1.52,-1.1,-0.76,1.38,1.17,-0.91,0.65,-1.03,-1.53,No
-1.35,1.52,-1.1,1.72,1.38,-1.23,-0.91,0.65,0.97,-1.3,No
1.06,0.31,-1.1,-0.18,-1.39,0.71,0.81,0.65,0.97,1.63,No
-0.41,0.31,0.91,0.77,1.72,0.51,2.53,0.65,0.97,0.0,Yes
0.64,0.31,-1.1,-1.33,-0.35,0.86,0.81,0.65,0.97,0.56,No
-0.93,0.31,0.91,0.1,0.34,0.02,0.81,0.65,0.97,1.04,Yes
-0.64,1.52,-1.1,1.06,-1.04,-1.23,0.81,0.65,0.97,0.72,No
-0.05,1.52,-1.1,-0.66,0.69,1.12,0.81,0.65,0.97,-1.53,No
0.6,-0.9,0.91,-0.28,-0.0,0.43,-0.91,0.65,-1.03,0.1,No
-1.2,1.52,0.91,-0.95,-0.0,0.5,-0.91,0.65,0.97,1.49,No
-1.12,-0.9,0.91,-0.28,-0.35,0.97,-0.91,0.65,-1.03,0.15,No
-0.91,0.31,-1.1,1.06,0.34,1.0,-0.91,0.65,0.97,-0.74,Yes
-0.83,1.52,0.91,1.91,-0.35,-1.23,0.81,0.65,0.97,-0.01,No
-1.39,-0.9,-1.1,0.96,-0.7,-1.23,-0.91,0.65,-1.03,-1.21,Yes
-0.08,-0.9,0.91,1.34,1.38,0.36,-0.91,0.65,-1.03,-0.27,Yes
-1.58,1.52,0.91,-0.18,-0.0,-1.23,0.81,0.65,-1.03,-1.07,No
0.51,-0.9,-1.1,-0.18,-0.0,-0.43,-0.91,-1.55,0.97,-0.76,No
-0.62,0.31,0.91,1.06,-1.73,-0.32,-0.91,0.65,-1.03,0.92,Yes
-1.24,-0.9,0.91,0.01,0.34,-1.23,-0.91,0.65,-1.03,1.19,Yes
0.76,1.52,0.91,3.34,1.03,-1.23,-0.91,0.65,0.97,-0.96,No
0.96,-0.9,0.91,0.1,-0.7,-1.23,0.81,0.65,0.97,0.25,No
-0.22,1.52,-1.1,0.29,-1.73,-1.23,0.81,-1.55,-1.03,1.58,No
0.41,1.52,-1.1,0.96,1.03,1.23,-0.91,0.65,-1.03,0.78,No
-0.47,-0.9,0.91,-0.37,1.03,1.85,-0.91,-1.55,0.97,1.54,No
-1.97,-0.9,0.91,-0.37,0.69,-1.23,-0.91,0.65,-1.03,1.19,No
1.69,0.31,-1.1,0.1,-0.7,0.68,-0.91,0.65,-1.03,-0.68,Yes
1.64,0.31,0.91,-0.76,1.03,0.74,0.81,0.65,-1.03,0.76,Yes
-0.86,-0.9,-1.1,0.77,-1.39,-1.23,-0.91,-1.55,0.97,1.53,Yes
1.32,0.31,-1.1,2.96,-0.0,0.74,2.53,-1.55,-1.03,0.62,Yes
0.24,-0.9,0.91,-0.56,-1.73,-1.23,-0.91,-1.55,0.97,-0.13,No
-1.52,-0.9,-1.1,0.67,-1.04,0.88,-0.91,0.65,-1.03,0.65,Yes
-0.61,-0.9,-1.1,0.67,0.69,-1.23,-0.91,-1.55,-1.03,0.15,Yes
0.24,0.31,0.91,0.87,-0.7,0.4,-0.91,-1.55,-1.03,1.63,Yes
0.94,0.31,0.91,1.34,1.03,0.89,0.81,-1.55,0.97,0.19,No
-0.01,0.31,0.91,-0.47,1.03,0.65,-0.91,0.65,-1.03,-0.38,No
-0.49,-0.9,0.91,-0.18,-1.04,0.43,-0.91,0.65,0.97,-0.18,No
0.0,1.52,0.91,0.67,1.72,0.22,-0.91,0.65,0.97,-1.61,No
-0.23,1.52,0.91,0.29,-0.7,1.68,-0.91,-1.55,0.97,-1.08,No
0.48,1.52,0.91,0.58,-1.04,-1.23,-0.91,0.65,-1.03,0.11,Yes
-0.75,-0.9,0.91,-1.14,0.69,-1.23,-0.91,0.65,-1.03,1.0,No
-1.3,0.31,0.91,-1.61,1.03,0.5,-0.91,0.65,-1.03,-0.17,Yes
-1.02,0.31,-1.1,0.39,-0.0,0.34,-0.91,-1.55,0.97,0.45,No
0.98,-0.9,-1.1,0.01,-0.35,-1.23,0.81,0.65,-1.03,0.81,No
0.27,0.31,-1.1,0.1,0.69,0.86,-0.91,0.65,-1.03,-0.7,No
-0.35,-0.9,0.91,-0.76,-1.39,-1.23,0.81,-1.55,0.97,-0.36,Yes
-0.34,-0.9,-1.1,0.01,-1.73,-1.23,0.81,0.65,0.97,0.45,No
-1.37,1.52,0.91,2.11,-1.39,0.32,-0.91,0.65,0.97,-0.84,No
0.15,-0.9,0.91,0.2,-0.0,-1.23,-0.91,-1.55,0.97,-0.83,Yes
0.15,-0.9,0.91,-1.23,-1.04,-1.23,-0.91,0.65,-1.03,0.04,Yes
0.53,0.31,0.91,-1.04,1.03,1.21,0.81,0.65,-1.03,0.23,No
-1.09,1.52,0.91,2.48,-1.73,0.02,0.81,0.65,-1.03,1.32,Yes
-0.68,-0.9,-1.1,-0.28,1.38,0.62,-0.91,-1.55,-1.03,-0.27,No
-0.72,0.31,0.91,-1.9,-0.0,0.48,0.81,-1.55,-1.03,1.35,No
-1.15,1.52,0.91,1.63,-1.39,-1.23,0.81,-1.55,0.97,-0.55,No
-0.91,-0.9,0.91,0.29,-0.7,-0.1,0.81,-1.55,0.97,1.05,Yes
-0.41,0.31,0.91,0.1,1.03,1.06,-0.91,0.65,-1.03,-1.27,No
0.32,-0.9,-1.1,1.42,0.69,1.79,-0.91,0.65,0.97,1.01,Yes
-0.19,-0.9,-1.1,-1.33,1.72,-1.23,0.81,0.65,-1.03,1.48,No
-0.97,-0.9,0.91,0.58,-1.39,-1.23,-0.91,0.65,-1.03,1.4,Yes
-0.12,1.52,-1.1,-0.18,-1.04,-1.23,-0.91,0.65,-1.03,1.13,Yes
-1.28,-0.9,0.91,-0.47,1.03,0.86,0.81,0.65,-1.03,-1.66,No
0.26,0.31,-1.1,0.01,-0.35,0.38,0.81,0.65,-1.03,0.51,No
0.48,-0.9,-1.1,-0.66,-0.35,-1.23,0.81,-1.55,0.97,-1.27,No
-1.04,0.31,0.91,0.01,-1.04,0.22,0.81,-1.55,0.97,0.42,No
-0.95,-0.9,-1.1,1.15,1.03,1.3,0.81,0.65,0.97,0.83,No
-0.47,-0.9,0.91,-1.23,-1.39,-1.23,0.81,0.65,-1.03,-0.89,No
0.17,0.31,0.91,0.39,1.03,0.94,-0.91,0.65,-1.03,-0.12,Yes
2.02,-0.9,0.91,0.01,-0.7,0.76,-0.91,0.65,0.97,-0.4,Yes
0.89,-0.9,-1.1,0.58,1.03,-1.23,0.81,0.65,-1.03,-0.28,No
2.06,0.31,0.91,0.29,1.38,1.32,0.81,-1.55,0.97,-0.92,No
-0.53,0.31,0.91,-0.95,-0.35,0.3,0.81,-1.55,0.97,-0.87,No
0.01,-0.9,0.91,0.58,-1.39,-1.23,2.53,-1.55,-1.03,1.02,Yes
-0.6,1.52,0.91,-0.09,-1.04,0.87,-0.91,-1.55,-1.03,-1.28,No
-0.69,0.31,0.91,1.82,0.34,0.57,-0.91,0.65,-1.03,-0.32,Yes
-0.68,1.52,0.91,3.15,0.69,0.7,-0.91,0.65,0.97,-1.54,No
0.42,1.52,-1.1,-0.09,1.03,-1.23,0.81,-1.55,-1.03,-1.31,Yes
2.06,1.52,0.91,-0.56,0.34,-1.23,-0.91,0.65,0.97,-0.71,No
-0.8,1.52,0.91,-0.18,-0.35,0.22,-0.91,0.65,-1.03,1.43,No
-1.09,-0.9,0.91,-0.66,-0.35,0.94,-0.91,0.65,0.97,-1.43,No
-0.53,-0.9,0.91,-0.76,-1.39,-1.23,0.81,-1.55,0.97,-0.72,No
0.02,0.31,0.91,0.2,-1.39,0.31,0.81,-1.55,-1.03,1.13,No
0.23,1.52,0.91,-0.56,0.34,0.76,0.81,0.65,0.97,-0.64,Yes
-1.28,0.31,-1.1,-0.37,1.38,0.55,-0.91,0.65,0.97,-1.34,Yes
-1.44,-0.9,0.91,0.87,-0.35,-1.23,2.53,0.65,0.97,-1.02,Yes
-2.23,-0.9,0.91,0.1,-0.0,1.1,-0.91,-1.55,0.97,1.01,Yes
1.41,-0.9,0.91,0.87,-1.04,0.05,-0.91,0.65,-1.03,-1.57,Yes
-0.76,-0.9,-1.1,-0.09,-0.7,-1.23,0.81,0.65,0.97,1.04,Yes
0.48,-0.9,-1.1,0.67,-0.7,0.85,4.25,0.65,-1.03,-0.73,Yes
-1.19,-0.9,-1.1,-0.66,1.38,-1.23,0.81,0.65,-1.03,-0.64,No
0.91,-0.9,-1.1,1.06,-1.73,-1.23,-0.91,0.65,-1.03,1.38,Yes
1.41,1.52,0.91,3.06,1.38,-1.23,0.81,0.65,0.97,-0.41,No
0.42,-0.9,-1.1,1.91,-1.39,0.8,0.81,0.65,0.97,-0.23,No
-0.0,0.31,-1.1,2.48,0.69,0.12,-0.91,-1.55,0.97,-0.8,Yes
-1.1,-0.9,-1.1,0.01,-0.0,0.72,-0.91,0.65,-1.03,-1.4,Yes
0.22,1.52,0.91,-0.28,-0.0,-1.23,0.81,0.65,0.97,-1.63,No
0.58,-0.9,-1.1,-1.04,1.03,1.31,-0.91,0.65,-1.03,1.31,No
-1.26,-0.9,0.91,-0.95,0.69,-1.23,0.81,0.65,0.97,0.7,No
-0.69,0.31,0.91,2.01,-0.35,0.15,-0.91,0.65,0.97,-1.12,Yes
-0.42,0.31,0.91,-1.33,0.69,0.88,0.81,-1.55,0.97,-1.47,No
-1.24,0.31,0.91,0.01,-0.0,0.84,-0.91,-1.55,0.97,-0.84,No
0.19,-0.9,0.91,-1.14,-1.04,1.84,-0.91,0.65,-1.03,0.11,Yes
-1.61,-0.9,0.91,-0.47,0.34,0.41,0.81,0.65,-1.03,-1.25,No
-0.79,-0.9,-1.1,0.39,-1.39,0.64,-0.91,0.65,0.97,-0.27,Yes
1.71,-0.9,0.91,-0.56,-0.35,1.02,-0.91,-1.55,-1.03,-0.68,No
-0.54,-0.9,0.91,3.34,1.72,-1.23,0.81,0.65,0.97,-0.44,No
-1.36,0.31,-1.1,1.25,-1.73,1.17,-0.91,0.65,-1.03,0.95,Yes
-2.41,0.31,-1.1,3.34,-0.7,-0.37,-0.91,0.65,0.97,-0.5,No
-0.62,0.31,0.91,-0.28,-1.04,0.92,-0.91,0.65,0.97,-1.46,Yes
-0.38,0.31,0.91,0.67,1.03,-0.74,0.81,-1.55,0.97,-1.54,No
1.64,-0.9,-1.1,0.1,0.69,-1.23,0.81,0.65,-1.03,-0.38,No
-2.29,1.52,0.91,0.48,-0.7,0.5,-0.91,0.65,-1.03,-1.08,Yes
0.28,-0.9,-1.1,0.39,1.38,1.04,-0.91,0.65,0.97,0.89,No
-1.66,0.31,0.91,1.06,0.34,0.43,-0.91,0.65,0.97,-1.19,Yes
-1.66,0.31,-1.1,0.58,-0.7,0.8,-0.91,0.65,-1.03,-0.18,Yes
-1.61,0.31,-1.1,-0.09,-0.35,1.52,-0.91,0.65,-1.03,1.7,No
0.67,-0.9,0.91,1.73,-0.35,1.8,-0.91,0.65,0.97,0.55,No
-0.68,-0.9,0.91,-0.56,-1.39,-1.23,0.81,0.65,0.97,-1.47,No
-0.91,0.31,-1.1,3.54,-1.04,0.95,0.81,0.65,0.97,0.17,No
0.94,-0.9,0.91,-1.61,-0.0,0.81,-0.91,0.65,-1.03,-1.55,No
-1.42,-0.9,0.91,-0.66,0.69,-1.23,0.81,0.65,0.97,-1.42,No
-0.01,-0.9,-1.1,1.73,0.69,-1.23,2.53,-1.55,0.97,1.53,No
0.66,0.31,-1.1,-0.18,-0.7,1.22,-0.91,-1.55,-1.03,0.16,Yes
0.41,-0.9,-1.1,0.48,-1.04,0.09,-0.91,0.65,-1.03,1.48,No
-0.96,1.52,-1.1,-0.37,-0.0,0.64,-0.91,0.65,-1.03,-1.53,No
-1.73,0.31,0.91,1.72,1.03,1.52,-0.91,0.65,-1.03,1.29,Yes
-1.08,-0.9,-1.1,0.1,-0.35,-1.23,0.81,0.65,-1.03,0.86,No
1.52,-0.9,-1.1,-0.47,1.03,-1.23,0.81,0.65,-1.03,-0.47,No
0.6,-0.9,-1.1,-0.76,-0.0,-1.23,0.81,-1.55,-1.03,-1.13,No
0.65,-0.9,-1.1,-0.56,-1.04,-1.23,0.81,-1.55,-1.03,-1.73,No
-0.19,-0.9,0.91,0.2,-1.39,-1.23,-0.91,-1.55,-1.03,0.41,No
-0.69,1.52,0.91,0.87,1.38,-1.23,0.81,0.65,0.97,-1.34,No
0.05,1.52,-1.1,0.77,0.69,0.51,-0.91,0.65,-1.03,-0.85,Yes
0.46,1.52,0.91,-0.56,1.38,-1.23,0.81,0.65,-1.03,0.96,No
-0.68,-0.9,-1.1,0.2,-0.7,-1.23,2.53,0.65,-1.03,0.23,Yes
0.89,-0.9,0.91,0.39,0.34,-1.23,0.81,0.65,0.97,-1.67,Yes
0.1,0.31,-1.1,2.3,-1.39,0.77,-0.91,-1.55,0.97,-1.36,Yes
-2.21,-0.9,0.91,-0.37,1.38,0.06,4.25,0.65,-1.03,0.14,Yes
-1.47,-0.9,-1.1,-0.18,-1.39,-1.23,0.81,-1.55,0.97,0.75,Yes
-0.14,0.31,0.91,1.91,-1.04,1.7,0.81,0.65,0.97,-1.58,No
1.1,1.52,-1.1,0.77,-1.04,-1.23,0.81,0.65,-1.03,1.73,No
-0.29,1.52,0.91,0.58,-0.0,-1.23,0.81,0.65,-1.03,1.17,Yes
0.82,-0.9,-1.1,0.87,-1.39,0.34,-0.91,0.65,-1.03,1.41,Yes
-0.39,1.52,0.91,-0.66,-0.7,1.14,-0.91,0.65,0.97,1.73,No
0.64,-0.9,0.91,-0.39,-0.7,1.31,-0.91,0.65,-1.03,1.4,No
1.04,-0.9,-1.1,-0.76,-1.39,0.78,-0.91,0.65,0.97,-0.21,No
-0.23,0.31,-1.1,-0.95,-1.39,0.97,0.81,0.65,0.97,1.68,No
-1.04,0.31,0.91,0.67,1.38,0.54,-0.91,0.65,-1.03,1.5,Yes
0.15,-0.9,0.91,1.53,0.69,0.73,-0.91,0.65,-1.03,-0.38,Yes
1.21,-0.9,0.91,-0.56,0.69,0.94,-0.91,-1.55,-1.03,0.55,Yes
-1.78,-0.9,0.91,-0.37,0.69,-1.23,-0.91,0.65,-1.03,0.4,No
1.15,0.31,-1.1,-0.95,1.38,0.32,-0.91,-1.55,-1.03,-0.55,Yes
-1.43,0.31,0.91,0.2,-0.0,1.27,0.81,-1.55,-1.03,-0.35,No
-0.48,-0.9,-1.1,-0.37,0.69,-0.45,-0.91,0.65,0.97,-0.82,No
0.56,-0.9,0.91,0.1,-1.04,1.03,-0.91,0.65,0.97,-0.79,No
0.29,1.52,0.91,-0.47,1.38,-0.09,-0.91,-1.55,-1.03,0.48,No
2.06,-0.9,-1.1,0.01,-1.73,-1.23,-0.91,0.65,-1.03,0.65,Yes
-1.22,0.31,0.91,0.2,-1.04,1.13,0.81,0.65,0.97,1.58,No
-0.86,0.31,-1.1,0.87,1.03,0.61,-0.91,0.65,0.97,-0.12,Yes
